loss,lambd_est,valid_loss,valid_acc,best_valid_acc,best_valid_loss,energy,best_lambd_est,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.4977844884353025,4.336879730224609,0.8376731127500534,0.8189655244350433,0.8189655244350433,0.8376731127500534,1378709.4,4.336879730224609,1745389966,,False,1,b8690_00001,2025-04-23_08-32-46,17.791225910186768,17.791225910186768,21985,viktor.local,127.0.0.1,17.791225910186768,1
0.18514432225908553,4.188891887664795,0.28255191817879677,0.9562230557203293,0.9562230557203293,0.28255191817879677,1108621.6,4.188891887664795,1745389980,,False,2,b8690_00001,2025-04-23_08-33-00,13.807575225830078,31.598801136016846,21985,viktor.local,127.0.0.1,31.598801136016846,2
0.15543820083673512,4.024029731750488,0.19960175454616547,0.9183055013418198,0.9183055013418198,0.19960175454616547,1068674.8,4.024029731750488,1745389992,,False,3,b8690_00001,2025-04-23_08-33-12,12.189073085784912,43.78787422180176,21985,viktor.local,127.0.0.1,43.78787422180176,3
0.12206077855080366,3.9910809993743896,0.2495695110410452,0.9239628165960312,0.9183055013418198,0.19960175454616547,1066036.2,4.024029731750488,1745390007,,False,4,b8690_00001,2025-04-23_08-33-27,14.329665184020996,58.117539405822754,21985,viktor.local,127.0.0.1,58.117539405822754,4
0.11116064080436315,4.19590425491333,0.12229634262621403,0.9681438505649567,0.9681438505649567,0.12229634262621403,1074759.0,4.19590425491333,1745390022,,False,5,b8690_00001,2025-04-23_08-33-42,15.395753860473633,73.51329326629639,21985,viktor.local,127.0.0.1,73.51329326629639,5
0.10553203476592898,4.171715259552002,0.1038221176713705,0.9657866358757019,0.9657866358757019,0.1038221176713705,1097014.0,4.171715259552002,1745390037,,False,6,b8690_00001,2025-04-23_08-33-57,14.817799806594849,88.33109307289124,21985,viktor.local,127.0.0.1,88.33109307289124,6
0.12397459249145218,4.127305030822754,0.3240637108683586,0.9118399769067764,0.9657866358757019,0.1038221176713705,1117304.6,4.171715259552002,1745390051,,False,7,b8690_00001,2025-04-23_08-34-11,14.380404233932495,102.71149730682373,21985,viktor.local,127.0.0.1,102.71149730682373,7
0.11130271366398249,4.2901530265808105,0.09071039967238903,0.9698949307203293,0.9698949307203293,0.09071039967238903,1121246.9,4.2901530265808105,1745390065,,False,8,b8690_00001,2025-04-23_08-34-25,13.461153984069824,116.17265129089355,21985,viktor.local,127.0.0.1,116.17265129089355,8
0.08145583028505955,4.253030776977539,0.323100246489048,0.8840921372175217,0.9698949307203293,0.09071039967238903,1128512.2,4.2901530265808105,1745390079,,False,9,b8690_00001,2025-04-23_08-34-39,14.66618299484253,130.83883428573608,21985,viktor.local,127.0.0.1,130.83883428573608,9
0.09546061398993645,4.246181011199951,0.16824039444327354,0.9542699307203293,0.9698949307203293,0.09071039967238903,1165967.4,4.2901530265808105,1745390093,,False,10,b8690_00001,2025-04-23_08-34-53,14.010425090789795,144.84925937652588,21985,viktor.local,127.0.0.1,144.84925937652588,10
0.08424601630706872,4.390283584594727,0.10155068710446358,0.9720501005649567,0.9698949307203293,0.09071039967238903,1144439.8,4.2901530265808105,1745390109,,False,11,b8690_00001,2025-04-23_08-35-09,15.94088339805603,160.7901427745819,21985,viktor.local,127.0.0.1,160.7901427745819,11
